Date,Hours,Type
6/30/2019,8.75,Volunteer Deploy
6/30/2019,8.25,Volunteer Deploy
2/26/2020,6,Volunteer Deploy
2/26/2020,6.5,Volunteer Deploy
2/28/2020,2.25,Volunteer Deploy
2/28/2020,2.5,Volunteer Deploy
2/28/2020,2,Volunteer Deploy
2/28/2020,2,Volunteer Deploy
2/28/2020,3,Volunteer Deploy
2/28/2020,3.5,Volunteer Deploy
2/28/2020,2.5,Volunteer Deploy
3/26/2020,4,Volunteer Deploy
4/25/2020,0.5,Volunteer Deploy
6/17/2020,8.5,Volunteer Deploy
6/17/2020,9.25,Volunteer Deploy
6/24/2020,10.5,Volunteer Deploy
6/24/2020,12,Volunteer Deploy
6/24/2020,10,Volunteer Deploy
6/27/2020,6,Volunteer Deploy
7/1/2020,7.5,Volunteer Deploy
7/5/2020,6,Volunteer Deploy
7/8/2020,9.25,Volunteer Deploy
7/10/2020,12.5,Volunteer Deploy
7/10/2020,10.5,Volunteer Deploy
7/12/2020,6,Volunteer Deploy
7/14/2020,7,Volunteer Deploy
7/14/2020,5,Volunteer Deploy
4/10/2018,2.5,GIS/Map-making
4/10/2018,2.5,GIS/Map-making
4/23/2018,1,GIS/Map-making
5/4/2018,3.5,GIS/Map-making
5/12/2018,3,GIS/Map-making
5/22/2018,4,GIS/Map-making
5/23/2018,2,GIS/Map-making
5/24/2018,2,GIS/Map-making
5/28/2018,2.5,GIS/Map-making
5/30/2018,3.5,GIS/Map-making
5/31/2018,2,GIS/Map-making
6/1/2018,6.5,GIS/Map-making
6/1/2018,2,GIS/Map-making
6/2/2018,1,GIS/Map-making
6/7/2018,2,GIS/Map-making
6/10/2018,2,GIS/Map-making
6/13/2018,1,GIS/Map-making
6/14/2018,9,GIS/Map-making
6/16/2018,1,GIS/Map-making
6/19/2018,3.5,GIS/Map-making
6/20/2018,1,GIS/Map-making
6/20/2018,7,GIS/Map-making
6/21/2018,1,GIS/Map-making
6/27/2018,5.5,GIS/Map-making
7/6/2018,8,GIS/Map-making
7/9/2018,2.5,GIS/Map-making
7/11/2018,4.5,GIS/Map-making
7/15/2018,5,GIS/Map-making
7/17/2018,6.5,GIS/Map-making
7/24/2018,8,GIS/Map-making
7/25/2018,7,GIS/Map-making
7/26/2018,6,GIS/Map-making
7/27/2018,6,GIS/Map-making
7/30/2018,3.5,GIS/Map-making
7/31/2018,5,GIS/Map-making
8/1/2018,3.5,GIS/Map-making
8/2/2018,4,GIS/Map-making
8/3/2018,6,GIS/Map-making
8/4/2018,5,GIS/Map-making
11/20/2020,3,GIS/Map-making
11/21/2020,6,GIS/Map-making
11/22/2020,3.5,GIS/Map-making
11/23/2020,1,GIS/Map-making
11/25/2020,0.75,GIS/Map-making
11/25/2020,1,GIS/Map-making
11/26/2020,3,GIS/Map-making
11/26/2020,1.25,GIS/Map-making
11/27/2020,1.5,GIS/Map-making
11/28/2020,3,GIS/Map-making
11/29/2020,1.25,GIS/Map-making
11/29/2020,5,GIS/Map-making
11/30/2020,2.25,GIS/Map-making
12/1/2020,5,GIS/Map-making
12/2/2020,4.5,GIS/Map-making
12/3/2020,4,GIS/Map-making
12/4/2020,2,GIS/Map-making
12/4/2020,2.5,GIS/Map-making
12/6/2020,1.5,GIS/Map-making
12/7/2020,1.5,GIS/Map-making
12/1/2020,1.75,GIS/Map-making
12/7/2020,1.25,GIS/Map-making
12/9/2020,2,GIS/Map-making
1/18/2017,5,Misc Project Work
1/18/2017,2,Misc Project Work
1/20/2017,1,Misc Project Work
1/20/2017,2,Misc Project Work
2/6/2017,1.5,Misc Project Work
3/2/2017,1.5,Misc Project Work
4/20/2017,3,Misc Project Work
4/20/2017,3,Misc Project Work
6/10/2017,3,Misc Project Work
8/11/2017,1,Misc Project Work
12/10/2017,2,Misc Project Work
12/17/2017,2,Misc Project Work
4/30/2018,2,Misc Project Work
9/15/2018,1.5,Misc Project Work
10/1/2018,6,Misc Project Work
12/19/2018,3,Misc Project Work
12/19/2018,5,Misc Project Work
1/18/2019,2,Misc Project Work
1/22/2019,1.5,Misc Project Work
1/22/2019,1,Misc Project Work
1/22/2019,1,Misc Project Work
1/22/2019,1,Misc Project Work
1/22/2019,1.25,Misc Project Work
1/22/2019,1,Misc Project Work
1/23/2019,1,Misc Project Work
1/28/2019,2,Misc Project Work
1/28/2019,1.5,Misc Project Work
1/29/2019,1,Misc Project Work
1/30/2019,2,Misc Project Work
1/30/2019,2,Misc Project Work
2/1/2019,5,Misc Project Work
2/6/2019,3,Misc Project Work
2/8/2019,2,Misc Project Work
2/13/2019,2,Misc Project Work
2/13/2019,0.5,Misc Project Work
2/14/2019,2.5,Misc Project Work
2/18/2019,1.25,Misc Project Work
2/23/2019,3.5,Misc Project Work
2/24/2019,2,Misc Project Work
2/27/2019,2.5,Misc Project Work
2/27/2019,2,Misc Project Work
2/28/2019,2.5,Misc Project Work
2/28/2019,0.5,Misc Project Work
3/1/2019,1.25,Misc Project Work
3/2/2019,0.25,Misc Project Work
3/4/2019,1.5,Misc Project Work
3/5/2019,1,Misc Project Work
3/13/2019,1,Misc Project Work
3/25/2019,0.5,Misc Project Work
4/8/2019,0.25,Misc Project Work
4/10/2019,4,Misc Project Work
4/12/2019,2,Misc Project Work
4/23/2019,2.5,Misc Project Work
5/1/2019,1,Misc Project Work
5/15/2019,2,Misc Project Work
6/11/2019,2,Misc Project Work
6/17/2019,5,Misc Project Work
6/19/2019,10,Misc Project Work
6/20/2019,10,Misc Project Work
6/21/2019,10,Misc Project Work
6/22/2019,6,Misc Project Work
6/23/2019,5,Misc Project Work
7/2/2019,2,Misc Project Work
7/2/2019,3,Misc Project Work
7/2/2019,10,Misc Project Work
7/3/2019,5,Misc Project Work
7/9/2019,1.75,Misc Project Work
7/9/2019,1.75,Misc Project Work
7/16/2019,2,Misc Project Work
7/18/2019,3.5,Misc Project Work
7/26/2019,5,Misc Project Work
8/20/2019,0.25,Misc Project Work
8/23/2019,3,Misc Project Work
8/26/2019,2,Misc Project Work
8/28/2019,3.75,Misc Project Work
9/3/2019,2,Misc Project Work
9/4/2019,1.5,Misc Project Work
10/16/2019,35,Misc Project Work
11/8/2019,0.5,Misc Project Work
12/2/2019,0.75,Misc Project Work
12/2/2019,1,Misc Project Work
1/10/2020,2,Misc Project Work
1/14/2020,1,Misc Project Work
1/14/2020,0.5,Misc Project Work
1/14/2020,0.75,Misc Project Work
1/14/2020,1,Misc Project Work
1/15/2020,2,Misc Project Work
1/17/2020,2,Misc Project Work
1/17/2020,2,Misc Project Work
1/17/2020,1.5,Misc Project Work
1/20/2020,0.5,Misc Project Work
1/20/2020,0.5,Misc Project Work
1/20/2020,2,Misc Project Work
1/23/2020,1.5,Misc Project Work
1/26/2020,2,Misc Project Work
2/12/2020,6,Misc Project Work
2/14/2020,3.25,Misc Project Work
2/19/2020,2,Misc Project Work
2/19/2020,5,Misc Project Work
2/20/2020,5,Misc Project Work
2/21/2020,1,Misc Project Work
2/22/2020,0.5,Misc Project Work
2/25/2020,1,Misc Project Work
2/26/2020,3.5,Misc Project Work
2/27/2020,2,Misc Project Work
3/1/2020,6,Misc Project Work
3/5/2020,1,Misc Project Work
3/6/2020,0.5,Misc Project Work
3/10/2020,1.5,Misc Project Work
3/12/2020,2,Misc Project Work
3/13/2020,0.5,Misc Project Work
3/15/2020,1,Misc Project Work
3/16/2020,0.5,Misc Project Work
3/18/2020,0.5,Misc Project Work
3/19/2020,1,Misc Project Work
3/23/2020,1,Misc Project Work
4/1/2020,0.5,Misc Project Work
4/5/2020,0.5,Misc Project Work
4/12/2020,2,Misc Project Work
4/13/2020,1.5,Misc Project Work
4/14/2020,0.5,Misc Project Work
4/16/2020,0.25,Misc Project Work
4/20/2020,1,Misc Project Work
4/20/2020,0.5,Misc Project Work
4/21/2020,1,Misc Project Work
4/21/2020,0.5,Misc Project Work
4/21/2020,0.75,Misc Project Work
4/21/2020,1,Misc Project Work
4/22/2020,0.25,Misc Project Work
4/22/2020,0.5,Misc Project Work
4/22/2020,1.75,Misc Project Work
4/22/2020,0.25,Misc Project Work
4/24/2020,4.25,Misc Project Work
4/25/2020,1.25,Misc Project Work
4/29/2020,0.25,Misc Project Work
4/29/2020,0.5,Misc Project Work
4/29/2020,0.25,Misc Project Work
4/29/2020,0.25,Misc Project Work
5/2/2020,1.5,Misc Project Work
5/4/2020,1.5,Misc Project Work
5/6/2020,0.25,Misc Project Work
5/6/2020,0.25,Misc Project Work
5/6/2020,0.25,Misc Project Work
5/6/2020,0.25,Misc Project Work
5/7/2020,1.25,Misc Project Work
5/8/2020,3,Misc Project Work
5/9/2020,1.5,Misc Project Work
5/9/2020,2.5,Misc Project Work
5/9/2020,0.75,Misc Project Work
5/9/2020,1.5,Misc Project Work
5/10/2020,1,Misc Project Work
5/10/2020,2.75,Misc Project Work
5/11/2020,4.25,Misc Project Work
5/12/2020,4,Misc Project Work
5/13/2020,1.25,Misc Project Work
5/13/2020,0.25,Misc Project Work
5/13/2020,3.75,Misc Project Work
5/14/2020,2.5,Misc Project Work
5/14/2020,2,Misc Project Work
5/14/2020,2,Misc Project Work
5/15/2020,2,Misc Project Work
5/15/2020,2,Misc Project Work
5/16/2020,5,Misc Project Work
5/20/2020,0.25,Misc Project Work
5/21/2020,3,Misc Project Work
5/21/2020,3,Misc Project Work
5/21/2020,1,Misc Project Work
5/21/2020,1,Misc Project Work
5/26/2020,1,Misc Project Work
5/27/2020,0.5,Misc Project Work
5/27/2020,1.5,Misc Project Work
5/28/2020,1.5,Misc Project Work
6/1/2020,1,Misc Project Work
6/1/2020,2.75,Misc Project Work
6/2/2020,3,Misc Project Work
6/2/2020,3,Misc Project Work
6/3/2020,0.25,Misc Project Work
6/4/2020,1.5,Misc Project Work
6/4/2020,3.25,Misc Project Work
6/4/2020,1,Misc Project Work
6/5/2020,2,Misc Project Work
6/6/2020,1.5,Misc Project Work
6/6/2020,1,Misc Project Work
6/7/2020,2,Misc Project Work
6/8/2020,3.5,Misc Project Work
6/8/2020,1,Misc Project Work
6/8/2020,1,Misc Project Work
6/9/2020,2,Misc Project Work
6/9/2020,2,Misc Project Work
6/10/2020,0.25,Misc Project Work
6/10/2020,1.5,Misc Project Work
6/11/2020,2,Misc Project Work
6/11/2020,3.25,Misc Project Work
6/12/2020,2,Misc Project Work
6/12/2020,1,Misc Project Work
6/13/2020,4,Misc Project Work
6/14/2020,1,Misc Project Work
6/15/2020,2,Misc Project Work
6/15/2020,4,Misc Project Work
6/16/2020,2,Misc Project Work
6/16/2020,2,Misc Project Work
6/17/2020,2,Misc Project Work
6/17/2020,4,Misc Project Work
6/19/2020,2,Misc Project Work
6/20/2020,3,Misc Project Work
6/20/2020,2,Misc Project Work
6/21/2020,3,Misc Project Work
6/21/2020,2,Misc Project Work
6/21/2020,4,Misc Project Work
6/22/2020,3,Misc Project Work
6/23/2020,1,Misc Project Work
6/23/2020,2,Misc Project Work
6/23/2020,2,Misc Project Work
6/24/2020,1,Misc Project Work
6/25/2020,3,Misc Project Work
6/25/2020,2,Misc Project Work
6/26/2020,3,Misc Project Work
6/26/2020,1,Misc Project Work
6/26/2020,6,Misc Project Work
6/27/2020,3,Misc Project Work
6/27/2020,3,Misc Project Work
6/28/2020,3,Misc Project Work
6/28/2020,2,Misc Project Work
6/29/2020,1.5,Misc Project Work
6/29/2020,0.5,Misc Project Work
6/30/2020,4,Misc Project Work
6/30/2020,3,Misc Project Work
6/30/2020,3,Misc Project Work
7/1/2020,1.5,Misc Project Work
7/1/2020,0.75,Misc Project Work
7/1/2020,2,Misc Project Work
7/2/2020,3.5,Misc Project Work
7/3/2020,2,Misc Project Work
7/3/2020,1,Misc Project Work
7/4/2020,1.25,Misc Project Work
7/4/2020,0.75,Misc Project Work
7/6/2020,5,Misc Project Work
7/7/2020,2,Misc Project Work
7/7/2020,2,Misc Project Work
7/9/2020,1,Misc Project Work
7/10/2020,1,Misc Project Work
7/10/2020,3,Misc Project Work
7/13/2020,1,Misc Project Work
7/13/2020,8.5,Misc Project Work
7/13/2020,2,Misc Project Work
7/15/2020,2,Misc Project Work
7/18/2020,3,Misc Project Work
7/18/2020,1,Misc Project Work
7/20/2020,2,Misc Project Work
7/20/2020,3,Misc Project Work
7/21/2020,1,Misc Project Work
7/22/2020,3,Misc Project Work
7/22/2020,5,Misc Project Work
7/27/2020,1,Misc Project Work
8/12/2020,1.5,Misc Project Work
8/13/2020,1.5,Misc Project Work
9/1/2020,2,Misc Project Work
9/2/2020,1.5,Misc Project Work
9/2/2020,2,Misc Project Work
9/3/2020,1.75,Misc Project Work
9/3/2020,0.5,Misc Project Work
9/3/2020,0.5,Misc Project Work
9/3/2020,0.5,Misc Project Work
9/7/2020,1.5,Misc Project Work
9/8/2020,1,Misc Project Work
9/9/2020,1.5,Misc Project Work
9/9/2020,1.25,Misc Project Work
9/10/2020,2.25,Misc Project Work
9/10/2020,0.5,Misc Project Work
9/10/2020,0.25,Misc Project Work
9/10/2020,0.25,Misc Project Work
9/14/2020,1,Misc Project Work
9/14/2020,1.75,Misc Project Work
9/15/2020,0.75,Misc Project Work
9/16/2020,1.75,Misc Project Work
9/16/2020,1,Misc Project Work
9/16/2020,1.5,Misc Project Work
9/17/2020,1,Misc Project Work
9/17/2020,0.25,Misc Project Work
9/17/2020,0.25,Misc Project Work
9/23/2020,1,Misc Project Work
9/24/2020,0.25,Misc Project Work
9/24/2020,1,Misc Project Work
9/24/2020,1,Misc Project Work
9/24/2020,0.25,Misc Project Work
9/25/2020,2,Misc Project Work
9/26/2020,1.75,Misc Project Work
9/26/2020,0.5,Misc Project Work
9/26/2020,2,Misc Project Work
9/28/2020,1,Misc Project Work
9/29/2020,2.25,Misc Project Work
9/29/2020,1.25,Misc Project Work
9/30/2020,0.5,Misc Project Work
9/30/2020,10,Misc Project Work
9/30/2020,1.5,Misc Project Work
10/1/2020,3.5,Misc Project Work
10/1/2020,1.25,Misc Project Work
10/1/2020,0.5,Misc Project Work
10/1/2020,0.25,Misc Project Work
10/1/2020,0.5,Misc Project Work
10/7/2020,1.5,Misc Project Work
10/7/2020,2,Misc Project Work
10/7/2020,2,Misc Project Work
10/8/2020,0.5,Misc Project Work
10/8/2020,20,Misc Project Work
10/8/2020,0.5,Misc Project Work
10/8/2020,0.5,Misc Project Work
10/8/2020,0.5,Misc Project Work
10/8/2020,1,Misc Project Work
10/12/2020,2.25,Misc Project Work
10/14/2020,1,Misc Project Work
10/15/2020,0.25,Misc Project Work
10/15/2020,3.25,Misc Project Work
10/15/2020,0.25,Misc Project Work
10/15/2020,0.25,Misc Project Work
10/20/2020,5,Misc Project Work
10/21/2020,2.25,Misc Project Work
10/25/2020,2.25,Misc Project Work
10/26/2020,1.5,Misc Project Work
10/26/2020,2,Misc Project Work
10/27/2020,1,Misc Project Work
10/28/2020,1,Misc Project Work
10/28/2020,2.25,Misc Project Work
10/29/2020,0.5,Misc Project Work
10/29/2020,0.5,Misc Project Work
10/29/2020,0.25,Misc Project Work
10/30/2020,2,Misc Project Work
11/4/2020,2,Misc Project Work
11/5/2020,0.5,Misc Project Work
11/5/2020,0.5,Misc Project Work
11/9/2020,2,Misc Project Work
11/12/2020,0.25,Misc Project Work
11/12/2020,0.25,Misc Project Work
11/18/2020,1.25,Misc Project Work
11/19/2020,2,Misc Project Work
12/3/2020,0.5,Misc Project Work
12/3/2020,0.5,Misc Project Work
11/22/2020,0.75,Misc Project Work
12/10/2020,0.5,Misc Project Work
12/14/2020,5.75,Misc Project Work
12/15/2020,1.75,Misc Project Work
12/14/2020,1,Misc Project Work
12/19/2020,3,Misc Project Work
12/26/2020,3,Misc Project Work
12/9/2020,2,Misc Project Work
12/30/2020,3,Misc Project Work
12/27/2020,2,Misc Project Work
12/31/2020,25,Misc Project Work
8/11/2017,2,Mail Deploy
12/10/2017,2,Mail Deploy
1/16/2018,2,Mail Deploy
1/26/2018,2,Mail Deploy
5/17/2018,4,Mail Deploy
5/22/2018,4,Mail Deploy
5/23/2018,4,Mail Deploy
5/24/2018,4,Mail Deploy
5/26/2018,8,Mail Deploy
6/12/2018,4,Mail Deploy
6/14/2018,4,Mail Deploy
3/19/2019,8,Mail Deploy
3/24/2019,2,Mail Deploy
3/29/2019,2,Mail Deploy
4/3/2019,4,Mail Deploy
4/3/2019,4,Mail Deploy
5/10/2019,2,Mail Deploy
5/17/2019,2,Mail Deploy
5/22/2019,8,Mail Deploy
5/22/2019,2,Mail Deploy
5/24/2019,2,Mail Deploy
5/24/2019,2,Mail Deploy
5/24/2019,2,Mail Deploy
5/27/2019,6,Mail Deploy
5/27/2019,6,Mail Deploy
5/28/2019,2,Mail Deploy
5/31/2019,6,Mail Deploy
6/1/2019,2,Mail Deploy
6/3/2019,3,Mail Deploy
6/7/2019,4,Mail Deploy
6/7/2019,4,Mail Deploy
6/8/2019,2,Mail Deploy
6/11/2019,2,Mail Deploy
6/11/2019,4,Mail Deploy
6/12/2019,2,Mail Deploy
6/12/2019,2,Mail Deploy
6/14/2019,2,Mail Deploy
6/17/2019,6,Mail Deploy
6/19/2019,2,Mail Deploy
6/22/2019,2,Mail Deploy
6/23/2019,2,Mail Deploy
6/30/2019,2,Mail Deploy
7/5/2019,2,Mail Deploy
7/16/2019,1,Mail Deploy
5/1/2020,2,Mail Deploy
5/5/2020,2,Mail Deploy
5/6/2020,2,Mail Deploy
5/6/2020,4,Mail Deploy
5/6/2020,6,Mail Deploy
5/6/2020,2,Mail Deploy
5/7/2020,2,Mail Deploy
5/7/2020,2,Mail Deploy
5/8/2020,4,Mail Deploy
5/9/2020,2,Mail Deploy
5/10/2020,2,Mail Deploy
5/12/2020,6,Mail Deploy
5/12/2020,2,Mail Deploy
5/14/2020,2,Mail Deploy
5/15/2020,2,Mail Deploy
5/15/2020,6,Mail Deploy
5/19/2020,2,Mail Deploy
5/20/2020,6,Mail Deploy
5/22/2020,4,Mail Deploy
6/3/2020,6,Mail Deploy
6/6/2020,6,Mail Deploy
